,Name,Network,Announced,Status,dimensions,wight,build,sim,displaytype,displaysize,displayresolution,O_S,chipset,CPU,cardslot,internal,quad,features,video_main,single,video_selfie,Loudspeaker,wlan,bluetooth,nfc,radio,usb,sensors,battery_type,price
59,Samsung Galaxy A20s,GSM / HSPA / LTE,"2019, September 24","Available. Released 2019, October 05",163.3 x 77.5 x 8 mm (6.43 x 3.05 x 0.31 in),183 g (6.46 oz),"Glass front, plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",IPS LCD ,"6.5 inches, 103.7 cm2 (~81.9% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~264 ppi density)","Android 9.0 (Pie), upgradable to Android 10, One UI 2.0",Qualcomm SDM450 Snapdragon 450 (14 nm),Octa-core 1.8 GHz Cortex-A53,microSDXC (dedicated slot),"32GB 2GB RAM, 32GB 3GB RAM, 64GB 4GB RAM","13 MP, f/1.8, 27mm (wide), PDAF
8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.2, (depth)","LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.0",1080p@30fps,163.3 x 77.5 x 8 mm (6.43 x 3.05 x 0.31 in),"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",163.3 x 77.5 x 8 mm (6.43 x 3.05 x 0.31 in),No,FM radio,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable","$ 144.99 / € 160.66 / £ 149.00 / ₹ 12,900"
60,Samsung Galaxy M30s,GSM / HSPA / LTE,"2019, September 18","Available. Released 2019, October 30",159 x 75.1 x 8.9 mm (6.26 x 2.96 x 0.35 in),188 g (6.63 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED, 420 nits (typ)","6.4 inches, 100.5 cm2 (~84.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Android 9.0 (Pie), One UI",Exynos 9611 (10nm),Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","48 MP, f/2.0, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 12mm (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.2, (depth)","LED flash, panorama, HDR","4K@30fps, 1080p@30fps, gyro-EIS","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,159 x 75.1 x 8.9 mm (6.26 x 2.96 x 0.35 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",159 x 75.1 x 8.9 mm (6.26 x 2.96 x 0.35 in),Yes (market/region dependent),"FM radio, RDS, recording",USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 6000 mAh, non-removable","€ 295.00 / ₹ 16,999"
61,Samsung Galaxy M10s,GSM / HSPA / LTE,"2019, September","Available. Released 2019, September",158.4 x 74.7 x 7.8 mm (6.24 x 2.94 x 0.31 in),169 g (5.96 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"6.4 inches, 100.5 cm2 (~85.0% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~268 ppi density)","Android 9.0 (Pie), upgradable to Android 10, One UI 2.0",Exynos 7884B (14 nm),Octa-core (2x1.6 GHz Cortex-A73 & 6x1.35 GHz Cortex-A53),microSDXC (dedicated slot),32GB 3GB RAM,"13 MP, f/1.9, 27mm (wide), 1/3.1"", 1.12µm, PDAF
5 MP, f/2.2, 12mm (ultrawide)","LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.0",1080p@30fps,158.4 x 74.7 x 7.8 mm (6.24 x 2.94 x 0.31 in),"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",158.4 x 74.7 x 7.8 mm (6.24 x 2.94 x 0.31 in),No,FM radio,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 4000 mAh, non-removable",About 110 EUR
62,Samsung Galaxy Fold 5G,GSM / HSPA / LTE / 5G,"2019, February","Available. Released 2019, September",Unfolded: 160.9 x 117.9 x 6.9 mm Folded: 160.9 x 62.9 x 15.5 mm,263 g (9.28 oz),"Glass front (folded), plastic front (unfolded), glass back, aluminum frame",Nano-SIM,"Foldable Dynamic AMOLED, HDR10+","7.3 inches, 162.6 cm2 (~85.7% screen-to-body ratio)",1536 x 2152 pixels (~362 ppi density),"Android 9.0 (Pie), upgradable to Android 10, One UI 2.1",Qualcomm SM8150 Snapdragon 855 (7 nm),Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),No,512GB 12GB RAM,"12 MP, f/1.5-2.4, 27mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS
12 MP, f/2.4, 52mm (telephoto), 1/3.6"", 1.0µm, AF, OIS, 2x optical zoom
16 MP, f/2.2, 12mm (ultrawide), 1/3.1"", 1.0µm","LED flash, HDR, panorama","4K@60fps, 1080p@60/240fps (gyro-EIS), 720p@960fps (gyro-EIS), HDR10","10 MP, f/2.2, 26mm (wide), 1/3"", 1.22µm
8 MP, f/1.9, 24mm (wide), 1.22µm, depth sensor

Cover camera:
10 MP, f/2.2, 26mm (wide), 1/3"", 1.22µm","4K@30fps, 1080p@30fps, gyro-EIS",Unfolded: 160.9 x 117.9 x 6.9 mm Folded: 160.9 x 62.9 x 15.5 mm,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",Unfolded: 160.9 x 117.9 x 6.9 mm Folded: 160.9 x 62.9 x 15.5 mm,Yes,No,USB Type-C 3.1,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Po 4235 mAh, non-removable","£ 1,097.99 / ₹ 109,400"
63,Samsung Galaxy Fold,GSM / HSPA / LTE,"2019, February","Available. Released 2019, September",Unfolded: 160.9 x 117.9 x 6.9 mm Folded: 160.9 x 62.9 x 15.5 mm,263 g (9.28 oz),"Glass front (folded), plastic front (unfolded), glass back, aluminum frame","Nano-SIM, eSIM","Foldable Dynamic AMOLED, HDR10+","7.3 inches, 162.6 cm2 (~85.7% screen-to-body ratio)",1536 x 2152 pixels (~362 ppi density),"Android 9.0 (Pie), upgradable to Android 10, One UI 2.1",Qualcomm SM8150 Snapdragon 855 (7 nm),Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),No,512GB 12GB RAM,"12 MP, f/1.5-2.4, 27mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS
12 MP, f/2.4, 52mm (telephoto), 1/3.6"", 1.0µm, AF, OIS, 2x optical zoom
16 MP, f/2.2, 12mm (ultrawide), 1/3.1"", 1.0µm","LED flash, HDR, panorama","4K@60fps, 1080p@60/240fps (gyro-EIS), 720p@960fps (gyro-EIS), HDR10","10 MP, f/2.2, 26mm (wide), 1/3"", 1.22µm
8 MP, f/1.9, 24mm (wide), 1.22µm, depth sensor

Cover camera:
10 MP, f/2.2, 26mm (wide), 1/3"", 1.22µm","4K@30/60fps, 1080p@30fps, gyro-EIS",Unfolded: 160.9 x 117.9 x 6.9 mm Folded: 160.9 x 62.9 x 15.5 mm,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",Unfolded: 160.9 x 117.9 x 6.9 mm Folded: 160.9 x 62.9 x 15.5 mm,Yes,No,USB Type-C 3.1,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Po 4380 mAh, non-removable",About 1750 EUR
64,Samsung Galaxy Tab Active Pro,GSM / HSPA / LTE,"2019, September","Available. Released 2019, October",243.5 x 170.2 x 9.9 mm (9.59 x 6.70 x 0.39 in),653 g (1.44 lb),Not Found,Nano-SIM,"LCD, 550 nits (typ)","10.1 inches, 295.8 cm2 (~71.4% screen-to-body ratio)","1920 x 1200 pixels, 16:10 ratio (~224 ppi density)",Android 9.0 (Pie),Qualcomm SDM670 Snapdragon 670 (10 nm),Octa-core (2x2.0 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver),microSDXC (dedicated slot),64GB 4GB RAM,"13 MP, AF","LED flash, HDR, panorama","4K@30fps, 1080p@30fps",8 MP,1080p@30fps,243.5 x 170.2 x 9.9 mm (9.59 x 6.70 x 0.39 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",243.5 x 170.2 x 9.9 mm (9.59 x 6.70 x 0.39 in),Yes,No,USB Type-C 3.1,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 7600 mAh, removable",About 600 EUR
65,Samsung Galaxy A90 5G,GSM / HSPA / LTE / 5G,"2019, September","Available. Released 2019, September",164.8 x 76.4 x 8.4 mm (6.49 x 3.01 x 0.33 in),206 g (7.27 oz),"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 6), aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"6.7 inches, 108.4 cm2 (~86.1% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Android 9.0 (Pie), One UI",Qualcomm SM8150 Snapdragon 855 (7 nm),Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),microSDXC (6GB model only),"128GB 6GB RAM, 128GB 8GB RAM","48 MP, f/2.0, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 12mm (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.2, (depth)","LED flash, panorama, HDR","4K@30fps, 1080p@30/60fps (gyro-EIS), 720p@960fps","32 MP, f/2.0, 25mm (wide), 1/2.8"", 0.8µm",1080p@30fps,164.8 x 76.4 x 8.4 mm (6.49 x 3.01 x 0.33 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",164.8 x 76.4 x 8.4 mm (6.49 x 3.01 x 0.33 in),Yes,No,USB Type-C 3.1,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4500 mAh, non-removable",€ 416.78 / £ 359.95
66,Samsung Galaxy A30s,GSM / HSPA / LTE,"2019, August 22","Available. Released 2019, September 11",158.5 x 74.7 x 7.8 mm (6.24 x 2.94 x 0.31 in),169 g (5.96 oz),"Glass front, plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"6.4 inches, 100.5 cm2 (~84.9% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~268 ppi density)","Android 9.0 (Pie), upgradable to Android 10, One UI 2.0",Exynos 7904 (14 nm),Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","25 MP, f/1.7, 27mm (wide), PDAF
8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.2, (depth)","LED flash, panorama, HDR",1080p@30fps,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,158.5 x 74.7 x 7.8 mm (6.24 x 2.94 x 0.31 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",158.5 x 74.7 x 7.8 mm (6.24 x 2.94 x 0.31 in),Yes (market/region dependent),FM radio,"USB Type-C 2.0, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable","$ 239.42 / € 219.90 / £ 185.00 / ₹ 17,490"
67,Samsung Galaxy A50s,GSM / HSPA / LTE,"2019, August 22","Available. Released 2019, September",158.5 x 74.5 x 7.7 mm (6.24 x 2.93 x 0.30 in),169 g (5.96 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"6.4 inches, 100.5 cm2 (~85.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Android 9.0 (Pie), upgradable to Android 10, One UI 2.5",Exynos 9611 (10nm),Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","48 MP, f/2.0, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.2, (depth)","LED flash, panorama, HDR","4K@30fps, 1080p@30fps","32 MP, f/2.0, 25mm (wide), 1/2.8"", 0.8µm",1080p@30fps,158.5 x 74.5 x 7.7 mm (6.24 x 2.93 x 0.30 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",158.5 x 74.5 x 7.7 mm (6.24 x 2.93 x 0.30 in),Yes (market/region dependent),FM radio,"USB Type-C 2.0, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable","$ 274.99 / ₹ 17,488"
68,Samsung Galaxy Note10+ 5G,GSM / CDMA / HSPA / EVDO / LTE / 5G,"2019, August","Available. Released 2019, August",162.3 x 77.2 x 7.9 mm (6.39 x 3.04 x 0.31 in),198 g (6.98 oz),"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 6), aluminum frame",Nano-SIM,"Dynamic AMOLED, HDR10+","6.8 inches, 114.0 cm2 (~91.0% screen-to-body ratio)","1440 x 3040 pixels, 19:9 ratio (~498 ppi density)","Android 9.0 (Pie), upgradable to Android 10, One UI 2.5",Exynos 9825 (7 nm) - EMEA/LATAMQualcomm SM8150 Snapdragon 855 (7 nm) - USA/China,Octa-core (2x2.73 GHz Mongoose M4 & 2x2.4 GHz Cortex-A75 & 4x1.9 GHz Cortex-A55) - EMEA/LATAMOcta-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485) - USA/China,microSDXC (dedicated slot),"256GB 12GB RAM, 512GB 12GB RAM","12 MP, f/1.5-2.4, 27mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS
12 MP, f/2.1, 52mm (telephoto), 1/3.6"", 1.0µm, PDAF, OIS, 2x optical zoom
16 MP, f/2.2, 12mm (ultrawide), 1/3.1"", 1.0µm, Super Steady video
0.3 MP, TOF 3D, (depth)","LED flash, auto-HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, HDR10+, stereo sound rec., gyro-EIS & OIS","10 MP, f/2.2, 26mm (wide), 1/3"", 1.22µm, Dual Pixel PDAF",4K@30/60fps,162.3 x 77.2 x 7.9 mm (6.39 x 3.04 x 0.31 in),"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",162.3 x 77.2 x 7.9 mm (6.39 x 3.04 x 0.31 in),Yes,FM radio (USA & Canada only),USB Type-C 3.1,"Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer","Li-Ion 4300 mAh, non-removable",€ 649.90 / £ 594.98
69,Samsung Galaxy Note10+,GSM / CDMA / HSPA / EVDO / LTE,"2019, August 07","Available. Released 2019, August 23",162.3 x 77.2 x 7.9 mm (6.39 x 3.04 x 0.31 in),196 g (6.91 oz),"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 6), aluminum frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Dynamic AMOLED, HDR10+","6.8 inches, 114.0 cm2 (~91.0% screen-to-body ratio)","1440 x 3040 pixels, 19:9 ratio (~498 ppi density)","Android 9.0 (Pie), upgradable to Android 10, One UI 2.5",Exynos 9825 (7 nm) - EMEA/LATAMQualcomm SM8150 Snapdragon 855 (7 nm) - USA/China,Octa-core (2x2.73 GHz Mongoose M4 & 2x2.4 GHz Cortex-A75 & 4x1.9 GHz Cortex-A55) - EMEA/LATAMOcta-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485) - USA/China,microSDXC (uses shared SIM slot) - dual SIM model only,"256GB 12GB RAM, 512GB 12GB RAM","12 MP, f/1.5-2.4, 27mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS
12 MP, f/2.1, 52mm (telephoto), 1/3.6"", 1.0µm, PDAF, OIS, 2x optical zoom
16 MP, f/2.2, 12mm (ultrawide), 1/3.1"", 1.0µm, Super Steady video
0.3 MP, TOF 3D, (depth)","LED flash, auto-HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, HDR10+, stereo sound rec., gyro-EIS & OIS","10 MP, f/2.2, 26mm (wide), 1/3"", 1.22µm, Dual Pixel PDAF",4K@30/60fps,162.3 x 77.2 x 7.9 mm (6.39 x 3.04 x 0.31 in),"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",162.3 x 77.2 x 7.9 mm (6.39 x 3.04 x 0.31 in),Yes,FM radio (USA & Canada only),USB Type-C 3.1,"Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer","Li-Ion 4300 mAh, non-removable","$ 580.00 / € 575.99 / £ 569.99 / ₹ 68,900"
70,Samsung Galaxy Note10 5G,GSM / CDMA / HSPA / EVDO / LTE / 5G,"2019, August","Available. Released 2019, August",151 x 71.8 x 7.9 mm (5.94 x 2.83 x 0.31 in),168 g (5.93 oz),"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 6), aluminum frame",Nano-SIM,"Dynamic AMOLED, HDR10+","6.3 inches, 98.6 cm2 (~90.9% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~401 ppi density)","Android 9.0 (Pie), upgradable to Android 10, One UI 2.5",Exynos 9825 (7 nm) - EMEA/LATAMQualcomm SM8150 Snapdragon 855 (7 nm) - USA/China,Octa-core (2x2.73 GHz Mongoose M4 & 2x2.4 GHz Cortex-A75 & 4x1.9 GHz Cortex-A55) - EMEA/LATAMOcta-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485) - USA/China,No,256GB 12GB RAM,"12 MP, f/1.5-2.4, 27mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS
12 MP, f/2.1, 52mm (telephoto), 1/3.6"", 1.0µm, PDAF, OIS, 2x optical zoom
16 MP, f/2.2, 12mm (ultrawide), 1/3.1"", 1.0µm, Super Steady video","LED flash, auto-HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, HDR10+, stereo sound rec., gyro-EIS & OIS","10 MP, f/2.2, 26mm (wide), 1/3"", 1.22µm, Dual Pixel PDAF",4K@30/60fps,151 x 71.8 x 7.9 mm (5.94 x 2.83 x 0.31 in),"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",151 x 71.8 x 7.9 mm (5.94 x 2.83 x 0.31 in),Yes,FM radio (USA & Canada only),USB Type-C 3.1,"Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer","Li-Ion 3500 mAh, non-removable",About 1100 EUR
71,Samsung Galaxy Note10,GSM / CDMA / HSPA / EVDO / LTE,"2019, August 07","Available. Released 2019, August 23",151 x 71.8 x 7.9 mm (5.94 x 2.83 x 0.31 in),168 g (5.93 oz),"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 6), aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Dynamic AMOLED, HDR10+","6.3 inches, 98.6 cm2 (~90.9% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~401 ppi density)","Android 9.0 (Pie), upgradable to Android 10, One UI 2.5",Exynos 9825 (7 nm) - EMEA/LATAMQualcomm SM8150 Snapdragon 855 (7 nm) - USA/China,Octa-core (2x2.73 GHz Mongoose M4 & 2x2.4 GHz Cortex-A75 & 4x1.9 GHz Cortex-A55) - EMEA/LATAMOcta-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485) - USA/China,No,256GB 8GB RAM,"12 MP, f/1.5-2.4, 27mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS
12 MP, f/2.1, 52mm (telephoto), 1/3.6"", 1.0µm, PDAF, OIS, 2x optical zoom
16 MP, f/2.2, 12mm (ultrawide), 1/3.1"", 1.0µm, Super Steady video","LED flash, auto-HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, HDR10+, stereo sound rec., gyro-EIS & OIS","10 MP, f/2.2, 26mm (wide), 1/3"", 1.22µm, Dual Pixel PDAF","4K@30/60fps, 1080p@30fps",151 x 71.8 x 7.9 mm (5.94 x 2.83 x 0.31 in),"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",151 x 71.8 x 7.9 mm (5.94 x 2.83 x 0.31 in),Yes,FM radio (USA & Canada only),USB Type-C 3.1,"Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer","Li-Ion 3500 mAh, non-removable","$ 485.00 / € 627.49 / £ 499.00 / ₹ 49,780"
72,Samsung Galaxy Watch Active2,GSM / HSPA / LTE,"2019, August","Available. Released 2019, September",44 x 44 x 10.9 mm (1.73 x 1.73 x 0.43 in),42 g (1.48 oz),"Glass front (Gorilla Glass DX+), stainless steel frame 316L",eSIM,Super AMOLED ,"1.4 inches, 6.3 cm2 (~32.7% screen-to-body ratio)","360 x 360 pixels, 1:1 ratio (~364 ppi density)",Tizen-based wearable OS 4.0,Exynos 9110 (10 nm),Dual-core 1.15 GHz Cortex-A53,No,"4GB 768MB RAM, 4GB 1.5GB RAM",No,Not Found,Not Found,Not Found,Not Found,44 x 44 x 10.9 mm (1.73 x 1.73 x 0.43 in),Wi-Fi 802.11 b/g/n,44 x 44 x 10.9 mm (1.73 x 1.73 x 0.43 in),Yes,No,No,"Accelerometer, gyro, heart rate, barometer, VO2max","Li-Ion 340 mAh, non-removable","$ 189.99 / € 199.00 / £ 201.85 / ₹ 17,999"
73,Samsung Galaxy Watch Active2 Aluminum,HSPA / LTE,"2019, August","Available. Released 2019, September",44 x 44 x 10.9 mm (1.73 x 1.73 x 0.43 in),30 g (1.06 oz),"Glass front (Gorilla Glass DX+), aluminum frame",No,Super AMOLED ,"1.4 inches, 6.3 cm2 (~32.7% screen-to-body ratio)","360 x 360 pixels, 1:1 ratio (~364 ppi density)",Tizen-based wearable OS 4.0,Exynos 9110 (10 nm),Dual-core 1.15 GHz Cortex-A53,No,4GB 768MB RAM,No,Not Found,Not Found,Not Found,Not Found,44 x 44 x 10.9 mm (1.73 x 1.73 x 0.43 in),Wi-Fi 802.11 b/g/n,44 x 44 x 10.9 mm (1.73 x 1.73 x 0.43 in),Yes,No,No,"Accelerometer, gyro, heart rate, barometer","Li-Ion 340 mAh, non-removable",About 300 EUR
74,Samsung Galaxy A10s,GSM / HSPA / LTE,"2019, August 12","Available. Released 2019, August 27",156.9 x 75.8 x 7.8 mm (6.18 x 2.98 x 0.31 in),168 g (5.93 oz),"Glass front, plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",PLS IPS ,"6.2 inches, 95.9 cm2 (~80.7% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Android 9.0 (Pie), upgradable to Android 10, One UI 2.0",Mediatek MT6762 Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,microSDXC (dedicated slot),"32GB 2GB RAM, 32GB 3GB RAM","13 MP, f/1.8, 28mm (wide), AF
2 MP, f/2.4, (depth)
","LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.0",1080p@30fps,156.9 x 75.8 x 7.8 mm (6.18 x 2.98 x 0.31 in),"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",156.9 x 75.8 x 7.8 mm (6.18 x 2.98 x 0.31 in),No,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 4000 mAh, non-removable","$ 119.99 / € 153.09 / £ 111.95 / ₹ 9,000"
75,Samsung Galaxy A10e,GSM / CDMA / HSPA / LTE,"2019, July","Available. Released 2019, August",147.3 x 69.6 x 8.4 mm (5.80 x 2.74 x 0.33 in),141 g (4.97 oz),"Glass front, plastic back, plastic frame",Nano-SIM,PLS IPS ,"5.83 inches, 83.4 cm2 (~81.4% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~295 ppi density)",Android 9.0 (Pie),Exynos 7884 (14 nm),Octa-core (2x1.6 GHz Cortex-A73 & 6x1.35 GHz Cortex-A53),microSDXC (dedicated slot),32GB 2GB RAM,"8 MP, f/1.9, AF
or
5 MP, AF","LED flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0
or
2 MP",,147.3 x 69.6 x 8.4 mm (5.80 x 2.74 x 0.33 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",147.3 x 69.6 x 8.4 mm (5.80 x 2.74 x 0.33 in),No,No,USB Type-C 2.0,"Accelerometer, proximity","Li-Ion 3000 mAh, non-removable",$ 57.52
76,Samsung Galaxy Tab S6,GSM / HSPA / LTE,"2019, July 31","Available. Released 2019, August",244.5 x 159.5 x 5.7 mm (9.63 x 6.28 x 0.22 in),420 g (14.82 oz),"Glass front, aluminum back, aluminum frame",Nano-SIM,Super AMOLED ,"10.5 inches, 321.9 cm2 (~82.5% screen-to-body ratio)","1600 x 2560 pixels, 16:10 ratio (~287 ppi density)","Android 9.0 (Pie), upgradable to Android 10, One UI 2.5",Qualcomm SM8150 Snapdragon 855 (7 nm),Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),microSDXC (dedicated slot),"128GB 6GB RAM, 256GB 8GB RAM","13 MP, f/2.0, 26mm (wide), 1/3.4"", 1.0µm, AF
5 MP, f/2.2, 12mm (ultrawide), 1.12µm","HDR, panorama",4K@30fps,"8 MP, f/2.0, 26mm (wide), 1/4"", 1.12µm",1080p@30fps,244.5 x 159.5 x 5.7 mm (9.63 x 6.28 x 0.22 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",244.5 x 159.5 x 5.7 mm (9.63 x 6.28 x 0.22 in),No,No,USB Type-C 3.1; magnetic connector,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 7040 mAh, non-removable",About 600 EUR
